Maize_Sample	345dcc18d51f44572bd67c08e5e95b8b	074e66f75650948b8df12cfe2ffb5f37	060fdbbfa61cbfb4d47350dc2a2019cd	d2208d27b5df4c53eb547f7ac45f4d6b	574d164310944193d8fc13dc10346e58	8cb92babedb9f4ff7bedee4ac4f47370	3e00a33b844a56c2e00acedeffc43b5e	0f5f7693288de84f4ade2e6abaa2440f	561ed5d9dab98c645f731a40b7b63fa4	a6d4742d8c802171498b62b6d79b1764	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1813Zb1400	0	0	0	0	0	1	0	0	0	0	Tennile	2018-06-07	Rhizosphere		b		True	False	False	GA18-13Zb-1400_S22_L001_R1_001.fastq.gz	GA18-13Zb-1400_S22_L001_R2_001.fastq.gz	60506	1400.0	32.89258	-82.76496		17.876017	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	218.0	6.0	6.6	90.6	5.23	717.0	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	131400.0	4	B	10	B10	17.8760166667
GA1832Zb600	0	0	0	0	0	0	0	0	0	0	Rome	2018-05-02	Rhizosphere		b		True	False	False	GA18-32Zb-600_S59_L001_R1_001.fastq.gz	GA18-32Zb-600_S59_L001_R2_001.fastq.gz	59113	600.0	34.33791	-85.13029		728.0	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	453.0	4.98	5.58	58.9	9.07	586.0	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600.0	4	E	11	E11	728.0
GA1829Za1400	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-06-21	Rhizosphere		a		True	False	False	GA18-29Za-1400_S91_L001_R1_001.fastq.gz	GA18-29Za-1400_S91_L001_R2_001.fastq.gz	71420	1400.0	33.86801	-83.45004		304.0	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	329.0	4.9	5.5	61.4	7.41	778.0	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	291400.0	4	H	7	H7	304.0
GA183Za1400	0	0	0	0	0	1	0	0	0	0	Dawson	2018-05-31	Rhizosphere		a		True	False	False	GA18-3Za-1400_S82_L001_R1_001.fastq.gz	GA18-3Za-1400_S82_L001_R2_001.fastq.gz	64537	1400.0	31.62073	-84.52261999999999		317.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	154.0	4.86	5.46	69.7	3.83	456.0	0.02	0.02	1.36	18.2	56.3	26.0	14.93	0.02	6.49	0.68	74.0	0.49	4.09	0.69	0.01	31400.0	4	G	10	G10	317.0
GA184Za600	0	1	0	0	0	0	0	0	0	0	Fitzgerald	2018-05-02	Rhizosphere		a		True	False	False	GA18-4Za-600_S148_L001_R1_001.fastq.gz	GA18-4Za-600_S148_L001_R2_001.fastq.gz	24208	600.0	31.66868	-83.30319		150.333333	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	213.0	5.27	5.87	68.7	4.29	434.0	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7.0	2.46	43.89	0.9	5.14	1.34	0.04	4600.0	5	E	5	E5	150.3333333333
GA1832Za600	0	0	0	0	0	0	0	0	0	0	Rome	2018-05-02	Rhizosphere		a		True	False	False	GA18-32Za-600_S11_L001_R1_001.fastq.gz	GA18-32Za-600_S11_L001_R2_001.fastq.gz	67535	600.0	34.33791	-85.13029		596.666667	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	453.0	4.98	5.58	58.9	9.07	586.0	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600.0	4	A	11	A11	596.6666666666999
GA1810Za1400	0	0	0	0	0	0	0	0	0	0	Midville	2018-06-07	Rhizosphere		a		True	False	False	GA18-10Za-1400_S157_L001_R1_001.fastq.gz	GA18-10Za-1400_S157_L001_R2_001.fastq.gz	27515	1400.0	32.87781	-82.21691		102.9	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	159.0	5.94	6.54	89.1	3.34	396.0	0.06	0.02	0.29	8.38	146.1	70.7	7.9	0.02	6.27	1.11	24.5	0.46	2.85	0.86	0.01	101400.0	5	F	2	F2	102.9
GA1837Za1400	0	0	0	0	0	0	0	0	0	0	Blairsville	2018-07-09	Rhizosphere		a		True	False	False	GA18-37Za-1400_S90_L001_R1_001.fastq.gz	GA18-37Za-1400_S90_L001_R2_001.fastq.gz	71994	1400.0	34.84499	-83.91679		270.333333	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	335.0	5.2	5.8	72.6	8.52	925.0	0.025	0.025	0.38	14.45	135.4	140.4	8.86	0.025	10.77	1.74	28.35	0.25	1.46	4.73	0.16	371400.0	4	H	6	H6	270.3333333333
GA1827Zb600	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-05-21	Rhizosphere		b		True	False	False	GA18-27Zb-600_S31_L001_R1_001.fastq.gz	GA18-27Zb-600_S31_L001_R2_001.fastq.gz	90224	600.0	33.868179999999995	-83.45		292.333333	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	474.0	5.84	6.44	77.9	6.96	920.0	0.025	0.025	1.28	6.55	72.4	70.9	45.5	0.025	8.89	1.3	16.86	0.24	3.28	3.02	0.11	27600.0	4	C	7	C7	292.3333333333
GA185Za1400	0	0	0	1	0	1	0	0	0	0	Arlington	2018-05-31	Rhizosphere		a		True	False	False	GA18-5Za-1400_S57_L001_R1_001.fastq.gz	GA18-5Za-1400_S57_L001_R2_001.fastq.gz	61166	1400.0	31.41784	-84.67118		428.666667	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	149.0	5.28	5.88	69.0	2.59	310.0	0.02	0.02	0.79	5.22	25.4	18.4	11.46	0.02	5.17	0.24	28.0	0.14	2.83	0.72	0.01	51400.0	4	E	9	E9	428.6666666667
GA181Zb1400	0	0	0	0	0	1	0	0	0	0	Pavo	2018-05-31	Rhizosphere		b		True	False	False	GA18-1Zb-1400_S95_L001_R1_001.fastq.gz	GA18-1Zb-1400_S95_L001_R2_001.fastq.gz	83995	1400.0	30.9823	-83.66018000000001		222.333333	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	616.0	6.24	6.84	95.8	13.69	1966.0	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400.0	4	H	11	H11	222.3333333333
GA1836Za1400	0	0	0	0	0	0	0	0	0	0	Athens	2018-06-19	Rhizosphere		a		True	False	False	GA18-36Za-1400_S77_L001_R1_001.fastq.gz	GA18-36Za-1400_S77_L001_R2_001.fastq.gz	64181	1400.0	33.71668	-83.30861999999999		337.0	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	356.0	6.43	7.03	100.0	6.42	895.0	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	361400.0	4	G	5	G5	337.0
GA1824Rb1400	1	0	1	0	0	0	0	1	0	1	Watkinsville_IronHorse	2018-06-21	Root		b		True	False	False	GA18-24Rb-1400_S242_L001_R1_001.fastq.gz	GA18-24Rb-1400_S242_L001_R2_001.fastq.gz	18376	1400.0	33.868120000000005	-83.44997		51.3	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	272.0	5.44	6.04	80.4	7.72	1033.0	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400.0	6	E	3	E3	51.3
GA1828Ra1400	1	0	1	0	0	0	0	1	0	0	Watkinsville_IronHorse	2018-06-21	Root		a		True	False	False	GA18-28Ra-1400_S226_L001_R1_001.fastq.gz	GA18-28Ra-1400_S226_L001_R2_001.fastq.gz	21772	1400.0	33.86806	-83.45012		51.066666999999995	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	28.0	279.0	6.32	6.92	98.7	10.22	1716.0	0.025	0.025	0.83	4.65	73.4	153.4	33.85	0.025	9.91	0.2	22.78	0.03	6.01	3.83	0.12	281400.0	6	C	11	C11	51.0666666667
GA185Rb600	1	0	1	0	0	0	0	1	0	0	Arlington	2018-05-02	Root		b		True	False	False	GA18-5Rb-600_S50_L001_R1_001.fastq.gz	GA18-5Rb-600_S50_L001_R2_001.fastq.gz	76780	600.0	31.41781	-84.67116		459.0	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	5.0	166.0	5.25	5.85	66.3333333333	2.88	319.0	0.02	0.02	1.0933333333	7.2333333333	51.9	18.366666666700002	14.2	0.02	5.94	0.59	34.3	0.1633333333	2.51	0.7333333333	0.0166666667	5600.0	4	E	2	E2	459.0
GA1817Ra600	1	0	1	0	0	0	0	0	0	1	Plains_SWVT	2018-05-07	Root		a		True	False	False	GA18-17Ra-600_S247_L001_R1_001.fastq.gz	GA18-17Ra-600_S247_L001_R2_001.fastq.gz	8354	600.0	32.03617	-84.37579000000001		94.533333	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	264.0	5.59	6.19	76.7	5.33	515.0	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600.0	6	E	8	E8	94.53333333329999
GA1824Rb600	1	0	1	0	0	0	1	1	0	1	Watkinsville_IronHorse	2018-05-21	Root		b		True	False	False	GA18-24Rb-600_S211_L001_R1_001.fastq.gz	GA18-24Rb-600_S211_L001_R2_001.fastq.gz	18521	600.0	33.8681	-83.44997		165.0	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	949.0	5.69	6.29	52.9	8.3	715.0	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	24600.0	6	B	8	B8	165.0
GA1812Ra1400	1	0	1	0	0	0	0	1	0	1	Plains_Production_corn	2018-06-07	Root		a		True	False	False	GA18-12Ra-1400_S225_L001_R1_001.fastq.gz	GA18-12Ra-1400_S225_L001_R2_001.fastq.gz	17404	1400.0	32.03577	-84.37585		121.0	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	334.0	5.2	5.8	63.6	6.39	490.0	0.05	0.07	0.46	15.4	171.2	134.5	82.4	0.025	11.74	0.025	80.1	0.82	3.45	2.57	0.06	121400.0	6	C	10	C10	121.0
GA1831Rb1400	1	0	1	0	0	0	1	1	0	1	Athens	2018-07-02	Root		b		True	False	False	GA18-31Rb-1400_S217_L001_R1_001.fastq.gz	GA18-31Rb-1400_S217_L001_R2_001.fastq.gz	21743	1400.0	33.7167	-83.30870999999999		70.56666700000001	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	233.0	5.95	6.55	91.4	6.99	1062.0	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400.0	6	C	2	C2	70.5666666667
GA182Ra600	1	0	1	0	0	0	0	1	0	1	Hawkinsville	2018-05-02	Root		a		True	False	False	GA18-2Ra-600_S26_L001_R1_001.fastq.gz	GA18-2Ra-600_S26_L001_R2_001.fastq.gz	44778	600.0	32.18359	-83.57856		628.333333	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	319.0	6.77	7.37	100.0	6.89	1040.0	0.05	0.14	1.88	29.93	145.2	232.0	18.6	0.02	14.68	0.73	154.87	0.66	9.98	1.33	0.05	2600.0	4	C	2	C2	628.3333333333001
GA1833Ra600	0	0	1	0	0	0	0	1	0	1	Rome	2018-05-02	Root		a		True	False	False	GA18-33Ra-600_S203_L001_R1_001.fastq.gz	GA18-33Ra-600_S203_L001_R2_001.fastq.gz	17559	600.0	34.338359999999994	-85.12744		18.174116	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	33.0	427.0	6.09	6.69	91.1	8.64	1105.0	0.025	0.025	0.115	5.59	249.0	201.2	36.1	0.025	8.72	0.79	38.01	0.09	1.34	3.04	0.1	33600.0	6	A	12	A12	18.1741162723
GA1831Ra1400	1	0	1	0	0	0	0	1	0	1	Athens	2018-07-02	Root		a		True	False	False	GA18-31Ra-1400_S229_L001_R1_001.fastq.gz	GA18-31Ra-1400_S229_L001_R2_001.fastq.gz	18467	1400.0	33.7167	-83.30870999999999		77.866667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	233.0	5.95	6.55	91.4	6.99	1062.0	0.025	0.025	0.66	5.55	101.8	94.2	25.57	0.025	8.55	2.11	24.32	0.12	6.87	2.74	0.04	311400.0	6	D	2	D2	77.8666666667
GA1837Ra600	1	0	1	0	0	0	1	1	0	1	Blairsville	2018-06-01	Root		a		True	False	False	GA18-37Ra-600_S207_L001_R1_001.fastq.gz	GA18-37Ra-600_S207_L001_R2_001.fastq.gz	22332	600.0	34.84497	-83.9168		112.266667	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	408.0	5.74	6.34	80.4	7.96	877.0	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600.0	6	B	4	B4	112.2666666667
GA1827Rb600	1	0	1	0	0	0	0	0	0	1	Watkinsville_IronHorse	2018-05-21	Root		b		True	False	False	GA18-27Rb-600_S219_L001_R1_001.fastq.gz	GA18-27Rb-600_S219_L001_R2_001.fastq.gz	18127	600.0	33.868179999999995	-83.45		122.66666699999999	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	474.0	5.84	6.44	77.9	6.96	920.0	0.025	0.025	1.28	6.55	72.4	70.9	45.5	0.025	8.89	1.3	16.86	0.24	3.28	3.02	0.11	27600.0	6	C	4	C4	122.6666666667
GA183Rb600	0	0	0	0	0	0	0	0	0	1	Dawson	2018-05-02	Root		b		True	False	False	GA18-3Rb-600_S2_L001_R1_001.fastq.gz	GA18-3Rb-600_S2_L001_R2_001.fastq.gz	75159	600.0	31.620620000000002	-84.52264		462.666667	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	179.5	5.14	5.74	69.95	3.95	468.0	0.02	0.05	1.65	30.8	58.35	25.8	15.75	0.02	13.865	0.565	91.35	0.32	4.04	0.73	0.015	3600.0	4	A	2	A2	462.6666666667
GA1831Ra600	1	0	1	1	0	0	0	1	0	1	Athens	2018-06-01	Root		a		True	False	False	GA18-31Ra-600_S13_L001_R1_001.fastq.gz	GA18-31Ra-600_S13_L001_R2_001.fastq.gz	260821	600.0	33.7167	-83.30869		68.06666700000001	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	31.0	385.0	5.68	6.28	78.5	7.48	802.0	0.03	0.03	0.3	9.29	64.9	197.5	6.74	0.03	10.08	0.46	4.6	0.74	0.39	3.16	0.09	31600.0	4	B	1	B1	68.0666666667
GA184Rb1400	1	0	1	1	0	0	1	0	0	1	Fitzgerald	2018-05-31	Root		b		True	False	False	GA18-4Rb-1400_S49_L001_R1_001.fastq.gz	GA18-4Rb-1400_S49_L001_R2_001.fastq.gz	96236	1400.0	31.66868	-83.30303		253.666667	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	215.0	4.93	5.53	53.7	3.81	309.0	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400.0	4	E	1	E1	253.6666666667
GA1835Ra1400	1	0	1	0	0	0	1	1	0	1	Pavo	2018-05-31	Root		a		True	False	False	GA18-35Ra-1400_S262_L001_R1_001.fastq.gz	GA18-35Ra-1400_S262_L001_R2_001.fastq.gz	17567	1400.0	30.983009999999997	-83.65904		81.56666700000001	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	35.0	358.0	6.59	7.19	100.0	7.92	1104.0	0.025	0.06	1.74	20.13	221.0	202.4	17.51	0.025	33.23	0.57	72.2	0.2	6.59	2.64	0.1	351400.0	6	G	11	G11	81.5666666667
GA1829Ra1400	1	0	1	0	1	0	0	1	0	1	Watkinsville_IronHorse	2018-06-21	Root		a		True	False	False	GA18-29Ra-1400_S232_L001_R1_001.fastq.gz	GA18-29Ra-1400_S232_L001_R2_001.fastq.gz	16423	1400.0	33.86801	-83.45004		92.56666700000001	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	329.0	4.9	5.5	61.4	7.41	778.0	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	291400.0	6	D	5	D5	92.5666666667
GA1833Ra1400	0	0	0	0	0	0	0	0	0	1	Rome	2018-06-20	Root		a		True	False	False	GA18-33Ra-1400_S202_L001_R1_001.fastq.gz	GA18-33Ra-1400_S202_L001_R2_001.fastq.gz	860	1400.0	34.33838	-85.12748		145.133333	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	33.0	338.0	5.36	5.96	78.8	9.63	1062.0	0.025	0.025	0.12	6.66	241.5	196.2	30.01	0.025	7.14	1.53	41.57	0.01	1.44	2.99	0.11	331400.0	6	A	11	A11	145.1333333333
GA184Ra600	1	1	1	0	0	0	0	0	0	1	Fitzgerald	2018-05-02	Root		a		True	False	False	GA18-4Ra-600_S14_L001_R1_001.fastq.gz	GA18-4Ra-600_S14_L001_R2_001.fastq.gz	117445	600.0	31.66868	-83.30319		244.666667	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	213.0	5.27	5.87	68.7	4.29	434.0	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7.0	2.46	43.89	0.9	5.14	1.34	0.04	4600.0	4	B	2	B2	244.6666666667
GA1810Rb1400	1	0	1	0	0	0	0	0	0	0	Midville	2018-06-07	Root		b		True	False	False	GA18-10Rb-1400_S253_L001_R1_001.fastq.gz	GA18-10Rb-1400_S253_L001_R2_001.fastq.gz	20582	1400.0	32.87781	-82.21691		81.8	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	159.0	5.94	6.54	89.1	3.34	396.0	0.06	0.02	0.29	8.38	146.1	70.7	7.9	0.02	6.27	1.11	24.5	0.46	2.85	0.86	0.01	101400.0	6	G	2	G2	81.8
GA1834Ra1400	1	0	1	0	0	0	1	1	0	1	Cave_Spring	2018-06-20	Root		a		True	False	False	GA18-34Ra-1400_S206_L001_R1_001.fastq.gz	GA18-34Ra-1400_S206_L001_R2_001.fastq.gz	18576	1400.0	34.14887	-85.29406999999999		155.0	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	510.0	5.65	6.25	87.1	17.17	2374.0	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	341400.0	6	B	3	B3	155.0
GA182Rb1400	1	0	1	0	0	0	1	1	0	1	Hawkinsville	2018-05-31	Root		b		True	False	False	GA18-2Rb-1400_S261_L001_R1_001.fastq.gz	GA18-2Rb-1400_S261_L001_R2_001.fastq.gz	14605	1400.0	32.18356	-83.57857		200.666667	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	217.0	6.77	7.37	100.0	8.19	1095.0	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400.0	6	G	10	G10	200.6666666667
GA1814Ra1400	0	0	0	0	0	0	0	0	0	1	Dawson	2018-05-31	Root		a		True	False	False	GA18-14Ra-1400_S254_L001_R1_001.fastq.gz	GA18-14Ra-1400_S254_L001_R2_001.fastq.gz	11312	1400.0	31.66647	-84.5211		146.333333	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	171.0	5.11	5.71	63.7	3.13	302.0	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400.0	6	G	3	G3	146.3333333333
GA184Rb600	1	0	1	0	0	0	1	0	0	1	Fitzgerald	2018-05-02	Root		b		True	False	False	GA18-4Rb-600_S38_L001_R1_001.fastq.gz	GA18-4Rb-600_S38_L001_R2_001.fastq.gz	79894	600.0	31.66868	-83.30319		346.0	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	213.0	5.27	5.87	68.7	4.29	434.0	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7.0	2.46	43.89	0.9	5.14	1.34	0.04	4600.0	4	D	2	D2	346.0
GA1836Ra1400	1	0	1	0	0	0	0	0	0	1	Athens	2018-06-19	Root		a		True	False	False	GA18-36Ra-1400_S243_L001_R1_001.fastq.gz	GA18-36Ra-1400_S243_L001_R2_001.fastq.gz	15033	1400.0	33.71668	-83.30861999999999		174.666667	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	356.0	6.43	7.03	100.0	6.42	895.0	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	361400.0	6	E	4	E4	174.6666666667
GA1830Ra1400	1	1	1	0	0	0	0	1	0	1	Athens	2018-06-19	Root		a		True	False	False	GA18-30Ra-1400_S245_L001_R1_001.fastq.gz	GA18-30Ra-1400_S245_L001_R2_001.fastq.gz	32885	1400.0	33.7218	-83.30788000000001		101.2	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	6	E	6	E6	101.2
GA1817Rb600	1	0	1	0	0	0	1	0	0	1	Plains_SWVT	2018-05-07	Root		b		True	False	False	GA18-17Rb-600_S204_L001_R1_001.fastq.gz	GA18-17Rb-600_S204_L001_R2_001.fastq.gz	21685	600.0	32.03617	-84.37579000000001		76.5	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	264.0	5.59	6.19	76.7	5.33	515.0	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600.0	6	B	1	B1	76.5
GA1829Rb600	1	1	1	0	0	0	1	1	0	0	Watkinsville_IronHorse	2018-05-21	Root		b		True	False	False	GA18-29Rb-600_S251_L001_R1_001.fastq.gz	GA18-29Rb-600_S251_L001_R2_001.fastq.gz	18273	600.0	33.86799	-83.45004		70.4	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	364.0	6.01	6.61	87.2	6.42	925.0	0.02	0.02	0.56	5.58	89.8	83.8	46.9	0.02	9.47	0.56	7.66	0.08	3.63	2.49	0.07	29600.0	6	E	12	E12	70.4
GA181Rb600	1	0	1	0	0	0	0	1	0	1	Pavo	2018-05-02	Root		b		True	False	False	GA18-1Rb-600_S15_L001_R1_001.fastq.gz	GA18-1Rb-600_S15_L001_R2_001.fastq.gz	91073	600.0	30.982440000000004	-83.66032		273.0	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	506.0	5.3	5.9	64.6	9.12	829.0	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600.0	4	B	3	B3	273.0
GA1826Ra600	1	0	1	0	0	0	1	1	0	0	Watkinsville_IronHorse	2018-05-21	Root		a		True	False	False	GA18-26Ra-600_S208_L001_R1_001.fastq.gz	GA18-26Ra-600_S208_L001_R2_001.fastq.gz	26621	600.0	33.86829	-83.44996		62.3	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	26.0	571.0	5.33	5.93	53.9	7.68	683.0	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600.0	6	B	5	B5	62.3
GA1836Rb1400	0	0	1	0	0	0	0	0	0	1	Athens	2018-06-19	Root		b		True	False	False	GA18-36Rb-1400_S239_L001_R1_001.fastq.gz	GA18-36Rb-1400_S239_L001_R2_001.fastq.gz	6524	1400.0	33.71668	-83.30861999999999		98.4	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	356.0	6.43	7.03	100.0	6.42	895.0	0.025	0.025	0.135	11.64	61.8	208.7	5.85	0.025	10.57	1.14	19.39	0.64	0.63	2.53	0.07	361400.0	6	D	12	D12	98.4
GA1826Rb600	1	0	1	1	1	0	1	1	0	1	Watkinsville_IronHorse	2018-05-21	Root		b		True	False	False	GA18-26Rb-600_S233_L001_R1_001.fastq.gz	GA18-26Rb-600_S233_L001_R2_001.fastq.gz	30043	600.0	33.86829	-83.44996		138.666667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	26.0	571.0	5.33	5.93	53.9	7.68	683.0	0.025	0.025	0.72	8.31	65.1	61.9	41.9	0.025	8.91	1.09	10.86	0.29	2.34	2.79	0.09	26600.0	6	D	6	D6	138.6666666667
